subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,template,gm_mask,gm_mask_file,remapped,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,gm_remapping_distance_original,gm_remapping_distance_alleninf,gm_remapping_distance_cic
H0351.1016,4718,63,158402916,CB,PV-III,"III, left, paravermis",156426443,103,129,128,-13,-37,-20,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12.4408637852355,-36.7613237004351,-19.7886934022042,-11,-36,-21,-11.0077778400962,-36.4455154122166,-20.8658239287926,0,1.5275007449243492,0
H0351.1016,4726,63,158402950,CB,PV-VIIIA,"VIIIA, left, paravermis",156512631,103,166,158,-13,-67,-57,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12,-68,-58,-11.5197519152028,-65.8091366541034,-55.593567200409,-14.0732917993455,-66.0437797381605,-54.9832072129213,0.6132207865697008,0,0
H0351.1016,4728,63,158402918,CB,PV-IX,"IX, left, paravermis",156511927,103,170,149,-13,-58,-61,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-11.8390870679778,-59.303498137463,-63.6142001340256,-12.0111012022401,-59.5555455508202,-62.3864280903322,-12.9326567379739,-58.54699591895,-61.35627836617,0,0,0
H0351.1016,4746,62,158402850,CB,He-X,"X, left, lateral hemisphere",156515194,119,158,134,-29,-43,-49,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29.6832536239196,-42.7685389499531,-50.6246355193773,-29,-39,-49,-28,-40,-49,0,0.6850086881611203,1.2339908494817016
H0351.1016,4735,62,158403008,CB,He-IV,"IV, left, lateral hemisphere",156515336,119,135,128,-29,-37,-26,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28,-36,-27,-26,-36,-26,-28.7018764687709,-37.03749245701,-25.1587912431098,0.8797597145795821,0.8540733400692354,0
H0351.1016,4746,62,158402976,CB,He-X,"X, left, lateral hemisphere",156515193,119,157,135,-29,-44,-48,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29.6197133374285,-43.602229715945,-50.104869661236,-29,-39,-49,-28,-41,-48,0,1.1173337358972888,0.9635887270218131
H0351.1016,4735,62,158402944,CB,He-IV,"IV, left, lateral hemisphere",156515362,119,135,129,-29,-38,-26,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28.338770370395,-37.0814428221167,-25.9751802959645,-26,-36,-26,-28.5757870693359,-38.0380564407413,-25.3417074270494,0,0.8336507152813875,0
H0351.1016,4742,62,158402914,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",156518378,119,168,160,-29,-69,-59,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28.6402716476389,-69.4498728269181,-60.4231633666666,-29.3824695074478,-70.7925178408079,-58.2749696614169,-28.661073327637,-69.7981759067614,-59.0458345272828,0,0,0
H0351.1016,4738,61,158402990,CB,He-VI,"VI, left, lateral hemisphere",156553101,127,137,143,-37,-52,-28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-38.9319714174087,-52.7656781691617,-27.8838192137684,-37.5167839217725,-49.7744266248267,-26.3467214159854,-36.4414926668858,-51.0567239818681,-26.2845948338365,0,0,0
H0351.1016,4741,61,158402864,CB,He-VIIB,"VIIB, left, lateral hemisphere",156560936,128,169,154,-38,-63,-60,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-37,-63,-61,-37.7939529791361,-62.9826786508996,-59.4319084426717,-38.8491182028495,-63.991297175389,-60.378008499002,0.8134125129547151,0,0
H0351.1016,4739,61,158403022,CB,He-Crus I,"Crus I, left, lateral hemisphere",156560174,128,142,178,-38,-87,-33,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-37,-86,-33,-39.1964229205456,-83.5225040124351,-27.6251345029458,-37.037727804199,-84.2451563135732,-29.299490922466,1.6846378669415232,0,0
H0351.1016,4186,13,158158289,CX,Cun-pest,"cuneus, left, peristriate",157026119,103,82,168,-13,-77,27,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-15,-77,27,-13.091841738535,-72.9204456413759,27.3241286507646,-10.615551996473,-73.6816573971825,29.7508539257616,1.059884691540554,0,0
H0351.1016,4121,13,158158273,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",157026120,103,80,168,-13,-77,29,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-15.1945521135242,-77.6075405931987,29.9397255755675,-12.9410573294175,-74.153486916699,28.4488189975961,-11,-74,30,0,0,1.4669966978265736
H0351.1016,4098,13,158158241,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",157026122,115,54,169,-25,-78,55,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-25,-79,52,-24,-79,52,-21.2325904437311,-75.5790927488372,56.3345047461061,3.1586544003817605,1.141804032725072,0
H0351.1016,4114,13,158158337,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",157064997,133,87,167,-43,-76,22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-42.0121342819544,-78.1462274704168,20.1629886630291,-38.629246522069,-77.07893179686,20.1026257258205,-36,-77,24,0,0,0.9694538976268371
H0351.1016,4215,13,158402942,CX,SOG-i,"superior occipital gyrus, left, inferior bank of gyrus",157026188,138,97,167,-48,-76,12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-48,-75,8,-43.8384328114847,-76.1187762783152,9.29928486557505,-40.9014030718617,-76.2211616789161,15.2507419585539,1.7024309064239187,0,0
H0351.1016,4193,13,158158385,CX,LiG-pest,"lingual gyrus, left, peristriate",157058086,105,120,167,-15,-76,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-14.5165797913759,-75.9544053901074,-10.0315301827089,-17.9016328296119,-67.1865867252402,-12.0521891954777,-13.3155524612095,-71.8558356429936,-17.0300120114089,0,0,0
H0351.1016,4187,13,158158369,CX,Cun-str,"cuneus, left, striate",157058085,103,96,168,-13,-77,13,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-13.5488642647991,-77.2854143279534,14.7120137794834,-13.0338100037057,-70.2208950520011,9.31744597024739,-8.02671625416222,-75.5093527602177,13.5684234208356,0,0,0
H0351.1016,4120,12,158158223,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",157021193,97,70,155,-7,-64,39,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.69557979938644,-64.9120229096525,38.6434907434698,-5.21952121207288,-63.7749891249456,35.9969698957071,-5.78875611345589,-63.7561797136007,41.0949277085987,0,0,0
H0351.1016,4098,12,158158397,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",157021192,117,43,155,-27,-64,66,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26.5395427072423,-63.7600127608828,68.2593595592338,-25.001244676974,-63.8850041807641,68.3414941935549,-24.8696935009308,-60.4840353340569,69.6435040137717,0,0,0
H0351.1016,4114,12,158158271,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",157020735,150,75,155,-60,-64,34,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-58,-66,35,-55,-69,34,-55.0989202607229,-67.5986244060324,33.5686924115815,0.9550991265605047,0.7702475507786528,0
H0351.1016,4121,11,158158331,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",157001440,101,72,146,-11,-55,37,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-10.3161818221864,-56.9363848330767,37.7057331065037,-10.2677668789449,-54.3782404754912,34.8090229135177,-10.0520391650443,-55.3801781547532,38.3869182743182,0,0,0
H0351.1016,4120,11,158158315,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",157001439,96,37,146,-6,-55,72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5,-55,72,-4.84511773120856,-52.770186355806,72.9518447278243,-5,-51,72,1.482458841286301,0,1.0020315956375097
H0351.1016,4200,12,158158351,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",157019430,126,126,155,-36,-64,-17,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-37.0939415222085,-65.1858683632476,-16.5857535198159,-33.8208295284472,-59.8189502164933,-15.5492586609222,-34.476460952031,-62.9378465587113,-13.4389631751308,0,0,0
H0351.1016,4194,12,158158335,CX,LiG-str,"lingual gyrus, left, striate",157019432,116,110,155,-26,-64,-1,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-27,-63,-3,-24,-58,1,-22,-63,2,2.6074335197752223,1.0407572328463468,1.3453887375227525
H0351.1016,4187,12,158158303,CX,Cun-str,"cuneus, left, striate",157019433,116,104,155,-26,-64,5,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26,-63,6,-23.6781384129334,-57.7717007159942,5.84846584518186,-20.4900188528941,-64.3072738078924,5.78654064851859,0.9170326185416321,0,0
H0351.1016,4208,12,158158225,CX,IOG-i,"inferior occipital gyrus, left, inferior bank of gyrus",157021062,150,120,155,-60,-64,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-60.6972036442276,-64.0333963955718,-11.4576699626277,-60.0477186568767,-65.4034053013537,-8.94264481577892,-54.0106489283925,-66.3257676129165,-5.61965069136839,0,0,0
H0351.1016,4099,11,158158363,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",156991102,116,61,146,-26,-55,48,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.0975252307963,-57.3773256492042,51.2098493706293,-21.5754636736828,-57.1351656662349,51.9364523269476,-23.9319943534401,-53.5588873922284,49.9988443049144,0,0,0
H0351.1016,4098,11,158158347,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",156991101,117,43,146,-27,-55,66,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-27.1985371314219,-52.4634190050863,66.71439946333,-25.1661959099945,-53.9212026500844,66.7175795644564,-27,-52,68,0,0,0.784075795794413
H0351.1016,4142,11,158158285,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",156997507,143,100,145,-53,-54,9,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-53,-52,10,-48,-57,8,-46.4705106625197,-56.4020953353563,11.5654249975571,1.0595435878603263,0.7958027250860946,0
H0351.1016,4200,11,158158365,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",156991059,117,128,146,-27,-55,-19,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28,-55,-20,-24.7960668952164,-51.5027866133391,-16.9155027263938,-27,-53,-18,0.9651565159827061,0,1.442157059046433
H0351.1016,4128,10,158402878,CX,PCLp-cs,"paracentral lobule, posterior part, left, bank of cingulate sulcus",156954786,94,55,133,-4,-42,54,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.37577718299809,-42.3384804731084,56.2983667312895,-3,-42,56,-4,-40,56,0,1.2872210129058845,1.385974486857241
H0351.1016,4128,10,158158265,CX,PCLp-cs,"paracentral lobule, posterior part, left, bank of cingulate sulcus",156954786,93,55,133,-3,-42,54,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.16154794211072,-42.5636655433197,56.2585132517727,-2,-42,55,-2,-41,54,0,1.1993725849419365,1.5092621176357919
H0351.1016,4098,10,158158233,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",156954789,115,39,133,-25,-42,70,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.5498861377976,-38.3538812499413,71.9893180028025,-24,-41,69,-25.9501527053741,-40.2041118799618,68.819917823452,0,0.9532297567133418,0
H0351.1016,4106,10,158158329,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",156952017,142,59,133,-52,-42,50,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-51,-38,51,-49.776742311543,-37.8269010018673,51.433294735696,-53,-43,48,1.2628262799603638,0,1.6451532113640501
H0351.1016,4135,10,158158345,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156951639,162,95,133,-72,-42,14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-70,-40,14,-69,-43,14,-67.5912128598489,-44.48169805496,14.9895763396257,2.419713345042941,0.7937672013336268,0
H0351.1016,4159,10,158158235,CX,FuG-l,"fusiform gyrus, left, lateral bank of gyrus",156954364,138,138,133,-48,-42,-29,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-48,-42,-29,-46.0775101649594,-40.3404986462144,-26.6914822230447,-47.9000527255345,-42.2306737408312,-26.01490799227,0.7324204272354419,0,0
H0351.1016,4143,10,158158251,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156952410,154,113,133,-64,-42,-4,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-64.7817523887391,-41.3889089441949,-4.97398424486787,-62.4358583903555,-44.2340213826923,-3.7686135872847,-62,-46,-3,0,0,1.4643557598900385
H0351.1016,4135,9,158158263,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",156949433,159,85,117,-69,-26,24,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-69,-25,25,-67.0275411355898,-28.0631395363163,25.3243175345169,-66.493692977653,-30.2422822794834,22.1364974825267,0.596951204696797,0,0
H0351.1016,4158,9,158158327,CX,FuG-its,"fusiform gyrus, left, bank of the its",156942561,137,136,117,-47,-26,-27,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-47.4144048991145,-26.1410023609508,-27.9148518734781,-43.3793260762094,-26.3393422481527,-24.1648587600877,-43.8876136168014,-27.4899139944773,-23.2922530153319,0,0,0
H0351.1016,4013,8,157773024,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",156684998,115,32,107,-25,-16,77,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26,-16,77,-25,-15,76,-26.055601395919,-14.4415206546706,75.8940089029685,1.5141659934737364,0.9157128134083198,0
H0351.1016,4089,8,158158387,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",156684322,150,60,107,-60,-16,49,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-60.9857415921794,-14.4475899136052,49.4745102414251,-60.3010401669106,-17.1003407129519,49.0769774492559,-60.3022608339482,-18.4079431199801,46.8464083008864,0,0,0
H0351.1016,4087,8,158158355,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",156684245,128,51,107,-38,-16,58,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-39.2422045916792,-14.882370189746,58.4293703419353,-39.5082219578671,-15.6080492578821,56.5641644339166,-41.4407520730414,-14.4350019334756,54.3119398229134,0,0,0
H0351.1016,4015,8,158158339,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",156684244,125,47,107,-35,-16,62,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-35,-15,64,-40,-16,59,-40,-16,59,2.205654571631253,2.4135313449597477,0.7945317893936891
H0351.1016,4169,8,158158229,CX,TG,"transverse gyri, left",156684041,143,110,107,-53,-16,-1,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-53,-16,-3,-50.8351237017802,-20.2862763750704,4.01065279603495,-51.473361122178,-20.517377051844498,3.27953461159895,1.832430202426881,0,0
H0351.1016,4166,8,158158213,CX,HG,"Heschl's gyrus, left",156684040,134,99,107,-44,-16,10,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-43,-15,11,-43.454185244846,-23.8127044550143,13.7795988717216,-43.7485069630989,-21.30593569263,12.860399709786,0.8916988988136567,0,0
H0351.1016,4136,8,158158325,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",156685334,149,116,107,-59,-16,-7,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-59.0319705239523,-15.8508198942279,-7.557416805444,-56.5031363971202,-19.2332863777471,-3.06368869532363,-55.5468114427149,-19.2512180934081,-3.45174401470798,0,0,0
H0351.1016,4151,8,158158309,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156685241,150,141,107,-60,-16,-32,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-60.3262472265036,-16.4161718064372,-33.0225458402495,-59.4642215934585,-18.4965047764169,-27.0208195693359,-57.574123109814,-18.3619324042584,-27.369708333678,0,0,0
H0351.1016,4136,8,158158261,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",156685333,153,116,107,-63,-16,-7,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-63.2105525873555,-15.6818974301282,-8.02069925404453,-60.4871885296842,-19.2592531357642,-4.26970043726012,-59.4555400974925,-19.0745954194128,-4.06356651351811,0,0,0
H0351.1016,4024,7,157773022,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",156435092,116,50,93,-26,-2,59,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26.7134569557557,-2.78910235623922,60.5147263446753,-27.80144014126,-5.24245055318324,57.3443393715776,-25.3830004216607,-2.04619970396584,57.393009737492,0,0,0
H0351.1016,4270,7,157772960,CX,LIG,"long insular gyri, left",156503064,135,104,94,-45,-3,5,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-45,-2,5,-44.1055437810829,-10.5246909815764,7.0447934035016,-44.3446606741178,-9.27666963386982,5.97278195632718,0.8112747619759312,0,0
H0351.1016,4142,7,157772992,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",156497616,153,128,94,-63,-3,-19,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-63.7047676535669,-2.78869203010137,-20.8128389788837,-61.2996127789458,-7.48690377742278,-17.2612588844773,-60.0316241319299,-6.64164117210075,-16.7104892137589,0,0,0
H0351.1016,4024,6,157772892,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",156431648,114,47,86,-24,5,62,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-22.9217854754599,3.0604610606772,63.8805807721068,-22.8269865682448,2.24319098846199,61.4637561534032,-21.6358343293349,6.02822580826219,60.8917430310011,0,0,0
H0351.1016,4178,6,157772862,CX,PLP,"planum polare, left",156432774,136,123,86,-46,5,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-45.9573525610362,5.97425758377454,-14.6679494942146,-45.2527566027076,-0.294186016779615,-12.6411476292378,-44.9646844010349,0.0971942132933029,-12.8414180661514,0,0,0
H0351.1016,4143,6,157772974,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",156265698,136,149,83,-46,8,-40,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-44.9597469033922,7.15390862997712,-43.9158942737645,-46.2280700871434,2.91151846178078,-42.6277730872397,-47.3969281981454,1.67602505809383,-39.4090267104691,0,0,0
H0351.1016,4142,6,157772926,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",156265694,142,146,83,-52,8,-37,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-51.7103006796513,8.7594356722847,-39.4924995142314,-51.0505786662273,4.05849126271496,-37.8204114150427,-53,3,-36,0,0,1.1456911485393015
H0351.1016,9222,4,157772954,CX,cc,corpus callosum,155842529,102,92,65,-12,26,17,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,FALSE,-12.7667821165528,28.5693883359695,16.0511144653963,-10.1089352144552,24.8349613012735,11.3030348505784,-10.8088709362204,24.0225161464344,13.7445155197343,NA,NA,NA
H0351.1016,4280,4,157772938,CX,HCd,"head of caudate nucleus, left",156757326,108,101,65,-18,26,8,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-18,25,7,-16.3070679510448,23.6597400969807,4.70029377560923,-15.8107912870121,24.1264113802422,4.94275232419906,2.6713420056691772,0,0
H0351.1016,4280,4,157773018,CX,HCd,"head of caudate nucleus, left",156757331,108,106,65,-18,26,3,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-18,26,3,-16.5764223681095,23.7075113573402,0.791794329727595,-15.836249465855,24.1892481940758,0.292847353937558,1.527790027542406,0,0
H0351.1016,4030,5,157772982,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",155905708,114,62,71,-24,20,47,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.576798803229,16.7485800303077,49.0697118985999,-26.2973039365826,15.3278494182519,44.5690147938394,-24.54178764337,17.5834248390721,44.4946172305075,0,0,0
H0351.1016,4178,5,157772904,CX,PLP,"planum polare, left",155899602,141,119,73,-51,18,-10,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-51,19,-12,-50.6655985676004,11.3783566294826,-9.8685077164407,-50.4876576139963,11.8395756569267,-9.88092588151089,1.3535859199001967,0,0
H0351.1016,4135,5,157772888,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",155899603,148,121,73,-58,18,-12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-55,18,-14,-57.3438566262157,12.5158156470711,-12.3353660937616,-56.7325848317959,12.2218850011924,-12.380855564216,3.4509101066762256,0,0
H0351.1016,4905,5,157772984,CX,TP-m,"temporal pole, left, medial aspect",156184353,107,143,73,-17,18,-34,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-23,17,-36,-21.6757942351846,10.8667875759052,-35.8601414449322,-24.2685279002101,10.4741916831435,-35.4291789100799,6.890543911459607,0,0
H0351.1016,4149,5,157772936,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",156184344,116,150,73,-26,18,-41,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26.5142016508252,18.9253593829343,-43.7389792945142,-28.3371596083612,12.1174603384169,-44.7513087786666,-30.397843258236,10.1549828484069,-43.158483069604,0,0,0
H0351.1016,4024,4,158402846,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",155874971,107,56,65,-17,26,53,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19,23,53,-19.5931798944772,22.6718282130527,51.981350325448,-21.0007630915936,24.7653263927711,49.1557087913379,1.5267594741573056,0,0
H0351.1016,4031,3,157772916,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",155829609,141,89,47,-51,44,20,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-50,45,20,-50.6990967505186,41.9024523983791,18.4824858403328,-50.3435076905622,40.2997958403348,17.0289679152213,1.602272586439664,0,0
H0351.1016,4901,3,157772996,CX,IRoG,"inferior rostral gyrus, left",155807875,96,122,49,-6,42,-13,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.68016915409846,42.2292309885208,-12.4010592359656,-5.09530760095733,38.3590070177745,-13.4711670306829,-3.93897026534297,38.6109920525788,-14.4189531347454,0,0,0
H0351.1016,4057,3,157772964,CX,POrG,"posterior orbital gyrus, left",155818765,118,119,49,-28,42,-10,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28,43,-12,-28.6753573996973,38.4147065461868,-10.6665126052795,-27.9070892169564,37.5974662895621,-11.1388429120037,1.7129903301689007,0,0
H0351.1016,4051,3,157772948,CX,MOrG,"medial orbital gyrus, left",155818763,110,132,49,-20,42,-23,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19,43,-24,-19.6587429368261,37.1413940258032,-22.8579171449883,-20.3289478494336,34.8816550254962,-22.2001652895125,0.7273225903288578,0,0
